0,117,1,16.0,16.0
0,117,1,16.0,16.0
0,117,1,16.0,16.0
0,117,1,16.0,16.0
0,117,1,16.0,16.0
0,117,1,16.0,16.0
0,117,1,16.0,16.0
0,117,1,16.0,16.0
0,125,1,17.0,17.0
0,125,1,17.0,17.0
0,125,1,17.0,17.0
0,128,1,18.0,18.0
0,128,1,18.0,18.0
0,130,1,19.0,19.0
0,131,1,20.0,20.0
0,131,1,20.0,20.0
0,133,1,21.0,21.0
0,133,1,21.0,21.0
0,135,1,22.0,22.0
0,136,1,23.0,23.0
0,137,1,26.0,26.0
0,138,1,28.0,28.0
0,139,1,30.0,10.0
0,140,1,32.0,32.0
0,140,1,32.0,32.0
0,142,1,34.0,14.0
0,143,1,34.0,34.0
0,144,1,36.0,16.0
0,145,1,36.0,36.0
0,146,1,40.0,20.0
0,147,1,45.0,45.0
0,147,1,45.0,45.0
0,149,1,46.0,26.0
0,150,1,46.0,46.0
0,151,1,48.0,48.0
0,152,1,49.0,29.0
0,153,1,49.0,49.0
0,154,1,52.0,52.0
0,155,1,55.0,15.0
0,155,1,55.0,15.0
0,157,1,61.0,61.0
0,158,1,65.0,45.0
0,159,1,67.0,27.0
0,160,1,67.0,67.0
0,161,1,68.0,68.0
0,162,1,69.0,69.0
0,163,1,74.0,54.0
0,164,1,75.0,55.0
0,165,1,78.0,38.0
0,165,1,78.0,38.0
0,167,1,82.0,62.0
0,168,1,83.0,83.0
0,169,1,84.0,64.0
0,170,1,84.0,84.0
0,170,1,84.0,84.0
0,172,1,87.0,27.0
0,173,1,87.0,47.0
0,174,1,89.0,89.0
0,174,1,89.0,89.0
0,176,1,99.0,39.0
0,177,1,102.0,42.0
0,178,1,102.0,102.0
0,179,1,105.0,45.0
0,180,1,107.0,67.0
0,181,1,108.0,68.0
0,182,1,108.0,88.0
0,183,1,114.0,74.0
0,184,1,120.0,40.0
0,185,1,120.0,80.0
0,186,1,125.0,85.0
0,187,1,128.0,88.0
0,188,1,131.0,51.0
0,189,1,133.0,73.0
0,190,1,136.0,76.0
0,191,1,139.0,99.0
0,192,1,143.0,103.0
0,193,1,146.0,66.0
0,194,1,159.0,99.0
0,195,1,170.0,90.0
0,196,1,172.0,72.0
0,197,1,174.0,94.0
0,198,1,193.0,53.0
0,199,1,194.0,74.0
0,200,1,196.0,76.0
0,201,1,197.0,97.0
0,202,1,200.0,100.0
0,203,1,240.0,80.0
0,204,1,248.0,108.0
0,205,1,327.0,47.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
0,206,0,0.0,0.0
